celltype,draw,obs_star
Astro,0,-0.021431425810562447
Astro,1,0.048320646335708095
Astro,2,-0.04700333934139496
Astro,3,0.05807171686322079
Astro,4,0.04367411787333368
Astro,5,0.0035726072150737433
Astro,6,0.062489868783169145
Astro,7,0.049981096078523524
Astro,8,0.020721210327767237
Astro,9,0.03726411419936661
Astro,10,0.021071949162984646
Astro,11,0.0637612991734717
Astro,12,0.14408805618993922
Astro,13,0.05327206584458222
Astro,14,0.07563087853089372
Astro,15,0.04959373009531767
Astro,16,0.03845379276600475
Astro,17,0.0385529314269994
Astro,18,0.036260722461944825
Astro,19,0.06001398707684576
Astro,20,0.046379658778854894
Astro,21,0.07247938684889293
Astro,22,0.06444429617675068
Astro,23,0.03858279142086777
Astro,24,0.1457325903417723
Astro,25,0.061672777253560865
Astro,26,0.0448416548227996
Astro,27,0.027074421171400215
Astro,28,0.043526868459982125
Astro,29,0.03769433881600312
Astro,30,0.06607564101192964
Astro,31,0.0439915236923456
Astro,32,0.0012007680733991009
Astro,33,0.01322054445363622
Astro,34,0.11556577311496612
Astro,35,-0.028777189320037512
Astro,36,0.02304464238555768
Astro,37,0.040356368664804354
Astro,38,0.08001401039935647
Astro,39,0.034331914227979723
Astro,40,0.009138031950225113
Astro,41,0.07071353642209609
Astro,42,0.04451163151142017
Astro,43,0.05673747056337704
Astro,44,0.04174781321566199
Astro,45,0.07696027885226853
Astro,46,-0.007217491401214326
Astro,47,0.10149834626351441
Astro,48,0.01703138910418525
Astro,49,-0.0002514686595221297
Astro,50,0.011877797284977447
Astro,51,0.038050703851079545
Astro,52,0.02166195975627454
Astro,53,0.04098879483578607
Astro,54,0.0714227918450603
Astro,55,0.07307505602630167
Astro,56,-0.047770085163559996
Astro,57,0.05325110978394459
Astro,58,0.048000725060192796
Astro,59,-0.003990630143882567
Astro,60,0.05046351894519687
Astro,61,-0.0009524144793590784
Astro,62,0.02215308591511867
Astro,63,0.005285680446433326
Astro,64,0.043083780444484326
Astro,65,0.02870041068881903
Astro,66,0.06365471263887487
Astro,67,0.011699018516537473
Astro,68,0.247086787467542
Astro,69,0.08722153289470191
Astro,70,0.0039627945993186255
Astro,71,0.05113927973083797
Astro,72,0.007537467481492242
Astro,73,0.028413409370030014
Astro,74,0.01930057740952471
Astro,75,0.045119819434197246
Astro,76,0.24566951873367932
Astro,77,0.12570881178830462
Astro,78,0.03240176206603419
Astro,79,0.07544385505823967
Astro,80,0.045252029590448085
Astro,81,0.007688793924507275
Astro,82,0.08136725047178746
Astro,83,0.01313146676653063
Astro,84,0.04154831222294641
Astro,85,0.07884188695300189
Astro,86,0.08180042823682207
Astro,87,0.04808808748930267
Astro,88,0.0492578232450715
Astro,89,0.03178156831483449
Astro,90,-0.0453804470506079
Astro,91,0.039206268550828816
Astro,92,0.07731473792925447
Astro,93,0.04313025734435167
Astro,94,0.14987719260863042
Astro,95,0.227270813882718
Astro,96,0.06383397642330245
Astro,97,0.04818976993021153
Astro,98,0.06932672216903131
Astro,99,0.08815013313680325
Astro,100,0.06363514242582947
Astro,101,0.029974507197388273
Astro,102,0.04616668705505473
Astro,103,0.04131580063269572
Astro,104,0.08135821247756395
Astro,105,0.07057499183387694
Astro,106,-0.05075394545636906
Astro,107,0.06220836712478347
Astro,108,0.060968847578037354
Astro,109,0.012091623708732716
Astro,110,0.08871928775761936
Astro,111,0.0652397093741942
Astro,112,0.050971315801496955
Astro,113,0.012958598799858912
Astro,114,0.002403748324495956
Astro,115,0.025677374875556564
Astro,116,0.05706326246451819
Astro,117,0.12851107672138887
Astro,118,0.029741515057378553
Astro,119,0.10674499913832537
Astro,120,0.03384061658718202
Astro,121,0.0835437369607391
Astro,122,0.043347422517501046
Astro,123,0.007751463236974415
Astro,124,0.008408404937785231
Astro,125,0.03220493926220707
Astro,126,0.05686366001338425
Astro,127,0.0567930670083252
Astro,128,0.04781718604479268
Astro,129,0.01892828708964728
Astro,130,0.06478225735256729
Astro,131,0.0930852679004442
Astro,132,0.017068816154678326
Astro,133,0.03698295015231764
Astro,134,0.02008010327171919
Astro,135,0.030210878675552433
Astro,136,0.04999795860387604
Astro,137,0.012107667511409065
Astro,138,0.10026363910262205
Astro,139,0.06831860147904009
Astro,140,0.12178518447383961
Astro,141,0.052129123017870635
Astro,142,0.013577551682741792
Astro,143,0.0569025248215206
Astro,144,-0.024244907421024853
Astro,145,0.01580114203042541
Astro,146,0.024582826785040302
Astro,147,0.0685646513193563
Astro,148,0.050306635428409914
Astro,149,0.031023588673255706
Astro,150,0.015902501697774664
Astro,151,0.05850085326504097
Astro,152,0.05200606028201262
Astro,153,-0.03223889754664821
Astro,154,0.0838188082710241
Astro,155,0.018253533782645808
Astro,156,0.026587816419439535
Astro,157,0.058017656159862645
Astro,158,0.04212503949458454
Astro,159,0.1163339094403904
Astro,160,0.06813133938533326
Astro,161,0.055417183608244165
Astro,162,0.04940122210289159
Astro,163,0.027466022663945797
Astro,164,0.031067688038899387
Astro,165,-0.005243885144566247
Astro,166,0.04957254216233022
Astro,167,0.008052303050080133
Astro,168,0.005051036509982344
Astro,169,0.06901076586952766
Astro,170,0.040848976324331494
Astro,171,0.060437618246268095
Astro,172,-0.00621156443045127
Astro,173,0.04204608958313206
Astro,174,0.12908021616433746
Astro,175,0.03246980735118481
Astro,176,0.16908223313464962
Astro,177,0.042702423720574624
Astro,178,0.03138823473969382
Astro,179,0.08126719856309203
Astro,180,0.030427842709268862
Astro,181,0.051259203942840295
Astro,182,0.05200606028201262
Astro,183,0.05151177437991715
Astro,184,0.06148188079713639
Astro,185,0.07590809930283503
Astro,186,0.20917215103349363
Astro,187,0.04775986082903454
Astro,188,0.0080209800424852
Astro,189,0.1355783222231531
Astro,190,0.10961162420219131
Astro,191,0.08502100309521105
Astro,192,0.08867978497135674
Astro,193,0.02594587728183467
Astro,194,-0.007553626573589878
Astro,195,0.07042438299879272
Astro,196,0.031012552819193406
Astro,197,0.04488539083196985
Astro,198,0.11600716233508376
Astro,199,0.09569097946771997
Micro,0,0.13510122364025642
Micro,1,0.22258011629646204
Micro,2,0.19089316681039684
Micro,3,0.06649227700250299
Micro,4,0.07528729601697269
Micro,5,0.15980921948934596
Micro,6,0.031558535143716995
Micro,7,0.1381828880174254
Micro,8,0.1531231732640603
Micro,9,0.07316658165289824
Micro,10,-0.010959670620262287
Micro,11,-0.028296810746444676
Micro,12,0.21650609074196428
Micro,13,0.1497556370182343
Micro,14,0.058516495853109585
Micro,15,0.18553087870878276
Micro,16,0.03192928311446134
Micro,17,0.08354015993080476
Micro,18,0.16019550214244702
Micro,19,0.17115974513226745
Micro,20,-0.06717048598683219
Micro,21,0.11002236546563127
Micro,22,0.14213377765941052
Micro,23,0.11620581078830688
Micro,24,0.11078389490061089
Micro,25,0.10092019047490837
Micro,26,0.19286152143447416
Micro,27,0.036088065512417666
Micro,28,0.041144960437471734
Micro,29,0.016472780001147935
Micro,30,-0.003469792863950656
Micro,31,0.12340470989791989
Micro,32,0.08162209374305789
Micro,33,0.06429892780487506
Micro,34,0.030399830543005255
Micro,35,0.06888261633233411
Micro,36,0.19141524070484425
Micro,37,-0.062033765375502196
Micro,38,0.2566238070081034
Micro,39,0.0016643002351649089
Micro,40,0.20208096585020555
Micro,41,0.502904234405636
Micro,42,0.015112701826681063
Micro,43,0.027761884732434815
Micro,44,-0.022226378955277598
Micro,45,-0.08164791629383217
Micro,46,0.11344670474581275
Micro,47,0.013659185301855975
Micro,48,-0.06093861858148302
Micro,49,0.2171821603578352
Micro,50,0.044195938865072545
Micro,51,0.3796588874481617
Micro,52,0.06176518732411418
Micro,53,0.025943260886665268
Micro,54,0.21426675428989
Micro,55,-0.043434031194997745
Micro,56,0.05798530860696447
Micro,57,0.22094563556219884
Micro,58,0.03968314687311532
Micro,59,0.14059108683543384
Micro,60,0.05755277795988162
Micro,61,-0.022636994386990933
Micro,62,0.11527511110366233
Micro,63,0.2314216742059684
Micro,64,-0.056745331541354874
Micro,65,0.25776615896338634
Micro,66,0.022444455038969854
Micro,67,0.1134524238305374
Micro,68,0.2540552381076897
Micro,69,0.2737865291514549
Micro,70,0.22861470849441162
Micro,71,0.3260056932777296
Micro,72,0.04884623105014396
Micro,73,0.3218799096934313
Micro,74,0.09189770946379157
Micro,75,0.2094584709038265
Micro,76,-0.004947696920339933
Micro,77,-0.05075984301716586
Micro,78,-0.006688397848446723
Micro,79,0.04147149312920786
Micro,80,0.17305976322373282
Micro,81,0.11304600092794156
Micro,82,0.096913568561357
Micro,83,0.0394177020216336
Micro,84,0.08646237884612779
Micro,85,0.11470260043659421
Micro,86,0.14602360677281906
Micro,87,0.16570946759834243
Micro,88,0.15841557213468047
Micro,89,0.09233351277442077
Micro,90,0.16271821554085716
Micro,91,0.07523564449507002
Micro,92,0.31704227325639545
Micro,93,-0.11033032332915606
Micro,94,0.0659066453887877
Micro,95,0.18497508633788598
Micro,96,0.0788612561371168
Micro,97,0.029556460727908546
Micro,98,0.053823298656994235
Micro,99,-0.025104275771444414
Micro,100,0.16942278001147967
Micro,101,0.2014292818602193
Micro,102,0.09072973572887602
Micro,103,0.03556052395856937
Micro,104,0.02109900786616496
Micro,105,0.17162396141795702
Micro,106,0.14943192066906605
Micro,107,0.21808843188050703
Micro,108,0.18940156966525687
Micro,109,0.16273685126322987
Micro,110,0.12844522659478053
Micro,111,-0.03256403308932644
Micro,112,0.10581358670517706
Micro,113,8.624989989940312e-05
Micro,114,0.13653426379695038
Micro,115,-0.027876458983757072
Micro,116,0.0167270403823902
Micro,117,-0.049252997204957835
Micro,118,0.09187768159752666
Micro,119,0.09689221048623052
Micro,120,0.049431986747088444
Micro,121,0.0011407747446831613
Micro,122,0.21140231717642874
Micro,123,0.05697406637181951
Micro,124,0.21104096331630137
Micro,125,0.12894811994273045
Micro,126,-0.05122995837814047
Micro,127,0.08539545906090494
Micro,128,-0.049134370846550826
Micro,129,-0.004566571453337349
Micro,130,0.062111923994345605
Micro,131,0.1580466929793797
Micro,132,0.0873994984790899
Micro,133,-0.01112532799881441
Micro,134,0.05905393020700618
Micro,135,0.010582063400590813
Micro,136,0.016862788971483248
Micro,137,-0.16519324451769896
Micro,138,0.23063458969529607
Micro,139,0.052769914531579504
Micro,140,0.03967180733879983
Micro,141,-0.0750661443213323
Micro,142,0.09949921548544896
Micro,143,0.0017924109701214195
Micro,144,0.1245981750413986
Micro,145,0.015398294178263106
Micro,146,0.1074005607679373
Micro,147,0.030508789645056246
Micro,148,0.12255394604180331
Micro,149,0.37605773973201895
Micro,150,0.05432229049584119
Micro,151,0.11577932476464341
Micro,152,-0.001160743475771603
Micro,153,-0.0981749687795359
Micro,154,0.17983125119160384
Micro,155,0.03651503266905512
Micro,156,0.10805576503988819
Micro,157,0.0865337772260952
Micro,158,0.46214959158328295
Micro,159,0.09063850194892502
Micro,160,0.045834225296101296
Micro,161,0.22634755172924598
Micro,162,0.021239481495530368
Micro,163,0.3854966597249887
Micro,164,0.5440266409574431
Micro,165,0.17027864136366966
Micro,166,0.14291067203275326
Micro,167,0.07478561473593516
Micro,168,0.19423762220750357
Micro,169,0.18379234909015296
Micro,170,-0.003602397217592085
Micro,171,-0.03500513072780114
Micro,172,0.05432198630990995
Micro,173,0.05303789485317544
Micro,174,0.09896714811223982
Micro,175,0.13734481781509433
Micro,176,0.11103647563930191
Micro,177,-0.04587291204260137
Micro,178,0.17672940054571298
Micro,179,0.08839076520633059
Micro,180,-0.0291728964111392
Micro,181,0.23951577056991652
Micro,182,0.12286003286622722
Micro,183,0.002703323060355591
Micro,184,-0.06971215921539252
Micro,185,0.13671866133132965
Micro,186,0.0005769194580878063
Micro,187,0.21534938054526612
Micro,188,0.19084948711308106
Micro,189,0.042306172273316275
Micro,190,0.25559180849958274
Micro,191,0.20376628180813172
Micro,192,0.034129017122223985
Micro,193,-0.10483140452743227
Micro,194,-0.010457618368421875
Micro,195,-0.0323887426674773
Micro,196,-0.038376858429881026
Micro,197,0.2117085426482285
Micro,198,0.17487838687969645
Micro,199,0.12800261481634603
Oligo,0,0.07704279688820001
Oligo,1,0.03273452760956863
Oligo,2,-0.002251394406782187
Oligo,3,0.02769586956718655
Oligo,4,0.10806461945903632
Oligo,5,0.0802271108497896
Oligo,6,0.00040500465601769344
Oligo,7,0.1309165672533016
Oligo,8,-0.11854228539594419
Oligo,9,0.0875934735448086
Oligo,10,0.052226094395885804
Oligo,11,0.01521883410421508
Oligo,12,0.03977804475915504
Oligo,13,-0.11713757396090907
Oligo,14,0.11000834651709368
Oligo,15,0.18671157101754007
Oligo,16,0.14010046326684578
Oligo,17,0.10847710199978189
Oligo,18,0.02298773830344035
Oligo,19,-0.10457625876904973
Oligo,20,0.11519713033339388
Oligo,21,0.13200191127425845
Oligo,22,-0.08211132464779343
Oligo,23,-0.0383277098016892
Oligo,24,0.03508148967474781
Oligo,25,0.020794266813046133
Oligo,26,-0.02040930149699282
Oligo,27,0.01396509890056806
Oligo,28,0.16998338718239261
Oligo,29,-0.10388970011806031
Oligo,30,0.05693986056504228
Oligo,31,7.698636632853806e-05
Oligo,32,0.058329931840925935
Oligo,33,-0.002047002338009237
Oligo,34,-0.0060276323696281395
Oligo,35,0.279823683709795
Oligo,36,0.01155911686865852
Oligo,37,0.1922411731709255
Oligo,38,-0.2140095278489291
Oligo,39,0.09298681675032389
Oligo,40,0.07371103091349682
Oligo,41,-0.04578433933034427
Oligo,42,0.010511453180273835
Oligo,43,0.030664549394694526
Oligo,44,0.11292806326843052
Oligo,45,0.03478681651623232
Oligo,46,-0.03375553025164953
Oligo,47,0.039098974049563674
Oligo,48,0.08330407026112098
Oligo,49,-0.062113809282924905
Oligo,50,-0.10126036392154672
Oligo,51,-0.016242634657370747
Oligo,52,-0.12051227094604872
Oligo,53,0.17073289908760264
Oligo,54,0.13898359564709142
Oligo,55,0.048532551132848635
Oligo,56,0.17205616622977196
Oligo,57,0.09313973039927212
Oligo,58,0.04178285867900917
Oligo,59,0.118458298553834
Oligo,60,0.0064165953313547065
Oligo,61,0.03127578268994187
Oligo,62,-0.10967460851415833
Oligo,63,-0.017872351965836638
Oligo,64,-0.04663858718614781
Oligo,65,-0.013698983619024305
Oligo,66,0.175086849939705
Oligo,67,0.22051218109388673
Oligo,68,0.044789004313533005
Oligo,69,0.2058518726921034
Oligo,70,-0.11965685418897354
Oligo,71,0.07948304982829939
Oligo,72,0.031406354832818
Oligo,73,-0.017079810283197612
Oligo,74,0.0661831592937297
Oligo,75,-0.15989467883504327
Oligo,76,0.04665598500435439
Oligo,77,-0.013001409752783237
Oligo,78,-0.15091576939089332
Oligo,79,0.03237896917045682
Oligo,80,0.08023916517769625
Oligo,81,0.03541170406968985
Oligo,82,0.08386647706748221
Oligo,83,0.006101716701222594
Oligo,84,0.07179062559101322
Oligo,85,0.13396920344171614
Oligo,86,0.0997926452581191
Oligo,87,0.1230190470146323
Oligo,88,-0.011319699966105242
Oligo,89,-0.040739568028545795
Oligo,90,0.10350109918603091
Oligo,91,0.11744235851037883
Oligo,92,-0.027835493066583485
Oligo,93,0.24820679470148962
Oligo,94,-0.10656164699711444
Oligo,95,0.037895157065168036
Oligo,96,-0.053885863872160246
Oligo,97,-0.00957322477838568
Oligo,98,-0.0019983428777811006
Oligo,99,0.13995824374512766
Oligo,100,0.07835976579616918
Oligo,101,0.07364192265288015
Oligo,102,0.07226290936120323
Oligo,103,0.042685036308184834
Oligo,104,0.06974233632041582
Oligo,105,0.09489496788286376
Oligo,106,0.04960207402314652
Oligo,107,0.09980716582283312
Oligo,108,-0.12838342126495128
Oligo,109,-0.056292170980051015
Oligo,110,0.11385162497967452
Oligo,111,0.01765550803047936
Oligo,112,0.01908029332350879
Oligo,113,0.18203944610791933
Oligo,114,0.10754921274738191
Oligo,115,0.16170078133979351
Oligo,116,0.10829497967667857
Oligo,117,0.09578098737882113
Oligo,118,-0.004655648402518632
Oligo,119,0.14364512353223388
Oligo,120,0.08029928591298559
Oligo,121,-0.1937675654878508
Oligo,122,0.10482715316760743
Oligo,123,0.013752053020399732
Oligo,124,0.09221764438752295
Oligo,125,0.08458426544088869
Oligo,126,-0.08693322059327234
Oligo,127,0.15372740154753786
Oligo,128,-0.0522106556381635
Oligo,129,0.014022369305848683
Oligo,130,0.12900246647545244
Oligo,131,0.1073999229427056
Oligo,132,0.09298384269992185
Oligo,133,-0.007257411760016287
Oligo,134,0.06033105644612537
Oligo,135,0.19519318427376567
Oligo,136,0.07830381663786537
Oligo,137,-0.05467327237978749
Oligo,138,0.2723702779563983
Oligo,139,0.08616051511434153
Oligo,140,0.4031410479836535
Oligo,141,0.11111494079178907
Oligo,142,0.04992514786636335
Oligo,143,0.015170621271304677
Oligo,144,-0.05470305624357998
Oligo,145,0.11070302238212848
Oligo,146,0.05241295925001474
Oligo,147,-0.12852960511280467
Oligo,148,0.12583463334092215
Oligo,149,-0.03163730954663183
Oligo,150,-0.07554977655929876
Oligo,151,0.15850446668443025
Oligo,152,0.2421907489487295
Oligo,153,0.25830229321543746
Oligo,154,0.005132672667161184
Oligo,155,-0.0979501356436632
Oligo,156,-0.03332564841730813
Oligo,157,-0.016372217753001687
Oligo,158,0.1744016652211145
Oligo,159,-0.10714880285993797
Oligo,160,-0.01874046464857736
Oligo,161,0.12989116304680495
Oligo,162,0.0066518821455041595
Oligo,163,0.0008103802471692775
Oligo,164,0.16260799061725953
Oligo,165,0.0054511644943261925
Oligo,166,0.08175844303102558
Oligo,167,0.07330149825100576
Oligo,168,0.06199117656098904
Oligo,169,0.2433880324684736
Oligo,170,0.11353995770529102
Oligo,171,0.17005334988602316
Oligo,172,0.0658373170137913
Oligo,173,0.09633691752998466
Oligo,174,0.12619427797946375
Oligo,175,0.11574169508551675
Oligo,176,0.05338199338135861
Oligo,177,-0.16760850938016011
Oligo,178,0.17894330513863638
Oligo,179,0.03413164637776067
Oligo,180,0.11484206675380322
Oligo,181,-0.15236225006120688
Oligo,182,0.03379430943762148
Oligo,183,-0.03709580073113406
Oligo,184,-0.12002491837996043
Oligo,185,-0.07503022644556326
Oligo,186,0.020859528940017653
Oligo,187,-0.19345689225483326
Oligo,188,-0.059714103059600725
Oligo,189,-0.019296951885428005
Oligo,190,0.11632265639526194
Oligo,191,-0.02626775346422127
Oligo,192,0.07985403543966002
Oligo,193,0.012688043059141153
Oligo,194,-0.05907513134234646
Oligo,195,0.08424143852972278
Oligo,196,0.07884592989050537
Oligo,197,0.026153752331410124
Oligo,198,0.019491043501219264
Oligo,199,0.07567016579796912
OPC,0,0.03348176678606464
OPC,1,0.041407157958155846
OPC,2,0.006371987393901382
OPC,3,0.041478426105238844
OPC,4,0.040871399232368606
OPC,5,-0.0181830207642839
OPC,6,0.09869716773535946
OPC,7,0.09766288283963397
OPC,8,0.08874202636244188
OPC,9,0.11537872717769095
OPC,10,0.08541908245783626
OPC,11,-0.030489367167821406
OPC,12,0.1330387895923721
OPC,13,-0.07005732443733863
OPC,14,-0.1936122978755848
OPC,15,0.05107886039575027
OPC,16,-0.0908646643865612
OPC,17,0.0794264501624981
OPC,18,-0.07939055658878127
OPC,19,0.07436435893430349
OPC,20,0.14934202440097485
OPC,21,0.15753466756900064
OPC,22,0.02372051976569954
OPC,23,0.04092251695818613
OPC,24,0.02533510729180413
OPC,25,-0.08362319260484838
OPC,26,0.09257839917496585
OPC,27,0.02762679474938669
OPC,28,0.04184234948996811
OPC,29,-0.04668227884706658
OPC,30,0.05746865759715899
OPC,31,0.09109316528281908
OPC,32,0.12417622879708658
OPC,33,0.20758045451835147
OPC,34,0.12985536203799894
OPC,35,0.07011746036604138
OPC,36,0.05295788031281208
OPC,37,-0.04503194316131317
OPC,38,0.057783930127694
OPC,39,0.07255863939060422
OPC,40,-0.14569089085588344
OPC,41,0.041484627100751896
OPC,42,0.048733329240425054
OPC,43,0.09368897990192677
OPC,44,0.16738525935593815
OPC,45,0.11600425043082782
OPC,46,-0.03947853905121981
OPC,47,-0.06747408876070933
OPC,48,0.04008187158809529
OPC,49,-0.008337175077666832
OPC,50,0.035928626450273796
OPC,51,0.005916992966924431
OPC,52,-0.06340647284135097
OPC,53,0.08274772787910674
OPC,54,0.07010926639775128
OPC,55,0.049710689451843745
OPC,56,0.09219509167953908
OPC,57,0.07123523715933784
OPC,58,-0.011307873654831107
OPC,59,-0.05977981545236229
OPC,60,-0.019076434546815218
OPC,61,0.14376746562274031
OPC,62,0.07091601615302563
OPC,63,0.08982783663374792
OPC,64,-0.009286194496167079
OPC,65,0.17227092741102865
OPC,66,0.2608190092649444
OPC,67,0.10365390491277966
OPC,68,0.08986391292920394
OPC,69,0.04957963361620919
OPC,70,0.13056104117813924
OPC,71,-0.03809336360519831
OPC,72,0.01479787324078342
OPC,73,0.12209579865347044
OPC,74,0.0070302555142375545
OPC,75,0.025087254025919718
OPC,76,0.16982590404790074
OPC,77,0.01673898306120879
OPC,78,0.1549442624353961
OPC,79,0.04094869483145829
OPC,80,0.003656177194503868
OPC,81,0.1326580197661416
OPC,82,-0.027705846817492476
OPC,83,0.06292793202929392
OPC,84,-0.08060400731050606
OPC,85,-0.01843536599167263
OPC,86,0.02392033487363336
OPC,87,-0.06035513391847933
OPC,88,0.02001873300031973
OPC,89,0.07181886481618512
OPC,90,-0.04837090950522055
OPC,91,-0.014935160982160656
OPC,92,0.08662805955122706
OPC,93,0.07404638686206988
OPC,94,-0.05916046554702078
OPC,95,0.06819265821777465
OPC,96,-0.0909459419537409
OPC,97,-0.022322905431892654
OPC,98,0.012924349662255148
OPC,99,0.1074512842250598
OPC,100,0.1817872094336927
OPC,101,0.053991103331039854
OPC,102,-0.036182157689769845
OPC,103,0.16667666333940548
OPC,104,0.28653752789645526
OPC,105,0.04938383983724968
OPC,106,0.2195814983514211
OPC,107,0.0099643418350553
OPC,108,0.04194386696901459
OPC,109,0.030825249090525083
OPC,110,0.030745176117740507
OPC,111,-0.016214491494172055
OPC,112,0.036930431536044334
OPC,113,0.010933919915568375
OPC,114,0.11827325596404076
OPC,115,0.033870076602285054
OPC,116,-0.026749976328751465
OPC,117,-0.0975076312966176
OPC,118,0.10244270645639032
OPC,119,0.1454716735406548
OPC,120,0.14444473250973236
OPC,121,0.10994316493605018
OPC,122,0.15041774543758324
OPC,123,0.13603084718816394
OPC,124,0.030327354461919587
OPC,125,0.0651768845570945
OPC,126,-0.05916788145950439
OPC,127,0.08244602092524377
OPC,128,0.08814986998584709
OPC,129,0.0573217926706605
OPC,130,0.08399376892024688
OPC,131,0.290519039777807
OPC,132,-0.018371450629911072
OPC,133,0.16107350140243507
OPC,134,0.008474061584931775
OPC,135,0.013011200252902963
OPC,136,0.09462370374779872
OPC,137,0.0957372281316798
OPC,138,-0.002720959674780137
OPC,139,-0.017943029988954026
OPC,140,-0.0028257705865537895
OPC,141,0.07083726315334679
OPC,142,0.05425870219642192
OPC,143,-0.0005394046354194777
OPC,144,-0.028776831571638534
OPC,145,0.04699534361874601
OPC,146,0.12992343628642047
OPC,147,-0.023861613706097108
OPC,148,-0.010058857389234843
OPC,149,-0.08817755354836276
OPC,150,-0.00957416683005138
OPC,151,-0.07232783784982912
OPC,152,0.10910631342125285
OPC,153,-0.05806814316487013
OPC,154,0.05304582965180538
OPC,155,0.007422815813840713
OPC,156,-0.04165937661385302
OPC,157,0.006485223767423978
OPC,158,0.013763489352811875
OPC,159,0.030982628200336697
OPC,160,0.11443148470918217
OPC,161,0.024648402403505014
OPC,162,0.28799454411160497
OPC,163,0.09236049537674301
OPC,164,0.08767118956717297
OPC,165,0.0029375999779792956
OPC,166,0.09647536303675885
OPC,167,0.29505139945000813
